ID,class,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkRoot,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,ringNumber,ringType,sporePrintColor,population,habitat
3491,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,grasses
3492,edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
3493,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,woods
3494,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,solitary,paths
3495,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,several,woods
3496,edible,flat,smooth,brown,none,none,attached,close,broad,orange,enlarging,cup,smooth,smooth,orange,orange,1,pendant,brown,several,leaves
3497,edible,convex,smooth,white,bruises,ansie,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
3498,poisonous,flat,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,green,several,grasses
3499,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,several,woods
3500,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,woods
3501,edible,convex,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
3502,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,woods
3503,edible,convex,smooth,brown,none,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
3504,poisonous,convex,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,paths
3505,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,solitary,grasses
3506,edible,flat,smooth,gray,none,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
3507,poisonous,convex,fibrous,gray,none,creosote,free,close,narrow,pink,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,brown,scattered,woods
3508,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,solitary,woods
3509,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,smooth,fibrous,white,white,1,pendant,chocolate,scattered,urban
3510,poisonous,flat,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
3511,edible,bell,smooth,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,grasses
3512,edible,bell,smooth,brown,none,none,attached,close,broad,brown,enlarging,cup,smooth,smooth,orange,orange,1,pendant,yellow,clustered,leaves
3513,edible,convex,fibrous,white,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,scattered,grasses
3514,poisonous,knobbed,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
3515,edible,bell,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,buff,clustered,leaves
3516,poisonous,flat,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,paths
3517,edible,bell,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,grasses
3518,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,solitary,woods
3519,edible,convex,smooth,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,grasses
3520,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,woods
3521,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,solitary,grasses
3522,edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,several,woods
3523,poisonous,convex,fibrous,gray,none,creosote,free,crowded,narrow,gray,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,scattered,woods
3524,edible,convex,scaly,yellow,bruises,ansie,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
3525,poisonous,convex,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,woods
3526,edible,convex,scaly,yellow,bruises,ansie,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,1,pendant,black,scattered,paths
3527,edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,solitary,woods
3528,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,grasses
3529,poisonous,convex,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
3530,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
3531,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,woods
3532,poisonous,flat,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,grasses
3533,edible,convex,fibrous,white,none,none,free,crowded,broad,pink,enlarging,cup,smooth,smooth,white,white,2,pendant,white,scattered,grasses
3534,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,woods
3535,poisonous,knobbed,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,leaves
3536,edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,solitary,woods
3537,edible,flat,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,several,woods
3538,poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,1,pendant,black,scattered,urban
3539,edible,convex,scaly,white,none,none,free,close,narrow,white,enlarging,cup,smooth,fibrous,white,white,1,flaring,chocolate,several,woods
3540,poisonous,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,scattered,urban
3541,edible,flat,scaly,brown,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,1,pendant,black,solitary,grasses
3542,poisonous,convex,fibrous,gray,none,creosote,free,crowded,narrow,gray,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
3543,edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
3544,poisonous,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbuous,fibrous,smooth,white,white,1,pendant,chocolate,scattered,grasses
3545,edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,black,solitary,woods
3546,poisonous,convex,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,paths
3547,edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
3548,poisonous,flat,scaly,red,none,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,0,none,white,clustered,woods
3549,edible,flat,smooth,brown,none,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,scattered,grasses
3550,poisonous,convex,smooth,white,none,creosote,free,close,narrow,brown,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,scattered,woods
3551,poisonous,knobbed,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,leaves
3552,poisonous,flat,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,woods
3553,edible,flat,scaly,brown,bruises,ansie,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,1,pendant,black,solitary,paths
3554,edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,several,woods
3555,edible,convex,fibrous,brown,none,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,scattered,grasses
3556,edible,convex,smooth,white,none,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,1,evanescent,black,abundant,grasses
3557,edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,solitary,woods
3558,edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
3559,poisonous,convex,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,woods
3560,poisonous,convex,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,solitary,woods
3561,edible,flat,scaly,white,none,none,free,close,narrow,chocolate,enlarging,cup,smooth,fibrous,white,white,1,flaring,chocolate,solitary,woods
3562,edible,convex,smooth,white,none,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,abundant,grasses
3563,poisonous,knobbed,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
3564,edible,knobbed,scaly,pink,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
3565,edible,convex,fibrous,white,none,none,free,crowded,broad,gray,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
3566,edible,flat,smooth,buff,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,white,white,2,evanescent,white,clustered,waste
3567,edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,solitary,woods
3568,edible,convex,fibrous,gray,none,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
3569,edible,convex,scaly,cinnamon,none,none,free,crowded,narrow,white,enlarging,bulbuous,smooth,smooth,white,brown,1,evanescent,white,several,leaves
3570,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,grasses
3571,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,solitary,woods
3572,poisonous,flat,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,paths
3573,poisonous,flat,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,woods
3574,edible,flat,fibrous,white,none,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,scattered,grasses
3575,poisonous,convex,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,woods
3576,poisonous,convex,scaly,red,none,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,0,none,white,clustered,woods
3577,poisonous,convex,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,paths
3578,edible,flat,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,several,woods
3579,poisonous,convex,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,woods
3580,edible,flat,smooth,brown,none,none,attached,close,broad,brown,enlarging,cup,smooth,smooth,orange,orange,1,pendant,buff,several,leaves
3581,edible,convex,scaly,brown,none,none,free,crowded,narrow,white,enlarging,bulbuous,smooth,fibrous,white,brown,1,evanescent,white,several,leaves
3582,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,several,grasses
3583,poisonous,flat,scaly,white,bruises,none,free,close,broad,gray,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,green,several,meadows
3584,edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
3585,edible,flat,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,brown,several,leaves
3586,edible,convex,smooth,gray,none,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,abundant,grasses
3587,edible,flat,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,solitary,woods
3588,edible,convex,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,several,woods
3589,edible,flat,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,several,woods
3590,edible,flat,scaly,buff,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,white,red,2,evanescent,white,clustered,waste
3591,edible,flat,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,solitary,woods
3592,poisonous,convex,scaly,cinnamon,none,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,0,none,white,clustered,woods
3593,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,leaves
3594,edible,convex,fibrous,white,none,none,free,crowded,broad,white,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
3595,edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
3596,edible,flat,fibrous,gray,none,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,1,pendant,black,solitary,urban
3597,edible,bell,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,meadows
3598,poisonous,convex,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,woods
3599,edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,solitary,woods
3600,edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,black,solitary,woods
3601,poisonous,convex,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,paths
3602,edible,flat,smooth,yellow,bruises,almond,free,crowded,narrow,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,purple,several,woods
3603,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,paths
3604,edible,flat,smooth,gray,none,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,1,evanescent,black,scattered,grasses
3605,edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,solitary,woods
3606,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,paths
3607,edible,convex,scaly,yellow,bruises,ansie,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
3608,edible,flat,smooth,white,none,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,abundant,grasses
3609,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,woods
3610,poisonous,convex,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
3611,poisonous,knobbed,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,woods
3612,poisonous,convex,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
3613,poisonous,flat,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,leaves
3614,edible,flat,smooth,brown,none,none,attached,close,broad,brown,enlarging,cup,smooth,smooth,orange,orange,1,pendant,orange,clustered,leaves
3615,poisonous,convex,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,leaves
3616,edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,solitary,woods
3617,poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,1,pendant,black,several,grasses
3618,poisonous,convex,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,grasses
3619,edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,solitary,woods
3620,edible,flat,fibrous,brown,none,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,1,evanescent,brown,abundant,grasses
3621,poisonous,flat,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
3622,poisonous,convex,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,paths
3623,edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,solitary,woods
3624,edible,flat,smooth,brown,none,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,1,evanescent,black,abundant,grasses
3625,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,woods
3626,edible,convex,smooth,brown,none,none,attached,close,broad,brown,enlarging,cup,smooth,smooth,orange,orange,1,pendant,yellow,clustered,leaves
3627,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,paths
3628,poisonous,convex,smooth,white,none,creosote,free,close,narrow,brown,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
3629,poisonous,knobbed,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,woods
3630,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,scattered,grasses
3631,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,woods
3632,poisonous,convex,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,several,grasses
3633,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
3634,edible,bell,smooth,gray,none,none,free,crowded,broad,white,enlarging,cup,smooth,smooth,white,white,2,pendant,white,scattered,grasses
3635,poisonous,convex,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
3636,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,woods
3637,edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,black,solitary,woods
3638,edible,flat,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,several,woods
3639,edible,convex,smooth,white,none,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
3640,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,several,woods
3641,poisonous,convex,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,woods
3642,edible,flat,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,several,woods
3643,poisonous,convex,fibrous,pink,none,creosote,free,crowded,narrow,brown,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
3644,poisonous,convex,smooth,pink,none,creosote,free,close,narrow,purple,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,scattered,woods
3645,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,solitary,woods
3646,poisonous,knobbed,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
3647,edible,flat,scaly,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,several,woods
3648,edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,black,solitary,woods
3649,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
3650,poisonous,convex,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
3651,poisonous,convex,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,leaves
3652,edible,flat,scaly,yellow,bruises,ansie,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,1,pendant,black,scattered,grasses
3653,poisonous,flat,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,paths
3654,edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,brown,solitary,woods
3655,poisonous,flat,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,leaves
3656,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,several,grasses
3657,edible,convex,scaly,yellow,bruises,ansie,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,grasses
3658,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,grasses
3659,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
3660,edible,convex,fibrous,brown,none,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,black,solitary,urban
3661,poisonous,flat,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,paths
3662,edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,several,woods
3663,edible,convex,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,1,pendant,brown,solitary,paths
3664,poisonous,convex,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
3665,edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,solitary,woods
3666,edible,flat,smooth,white,none,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,abundant,grasses
3667,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,paths
3668,poisonous,flat,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
3669,edible,convex,fibrous,gray,none,none,free,crowded,broad,pink,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
3670,poisonous,flat,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,woods
3671,edible,convex,fibrous,gray,none,none,free,crowded,broad,gray,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
3672,edible,knobbed,smooth,white,none,none,free,crowded,broad,gray,enlarging,cup,smooth,smooth,white,white,2,pendant,white,scattered,grasses
3673,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbuous,smooth,fibrous,white,white,1,pendant,chocolate,several,urban
3674,poisonous,knobbed,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,woods
3675,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,paths
3676,edible,knobbed,smooth,red,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
3677,edible,flat,scaly,pink,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
3678,edible,convex,fibrous,brown,none,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
3679,edible,bell,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
3680,edible,convex,fibrous,white,none,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,1,evanescent,black,scattered,grasses
3681,edible,convex,scaly,brown,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
3682,edible,flat,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,solitary,woods
3683,poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,black,scattered,grasses
3684,poisonous,knobbed,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
3685,edible,flat,smooth,gray,none,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,1,evanescent,brown,abundant,grasses
3686,edible,flat,smooth,white,none,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,abundant,grasses
